Bait	Prey	Abundance	FCA	log(FCA)	BioGRID	BioGRID2	intAct	intAct2	SP
MTHFR_T34A	Q9Y224	4.0	1.35417985721	1.24	0	0	0	0	0.97
MTHFR	P60228	4.0	1.33155760833	1.22	0	0	0	0	0.9
MTHFR_38to656	P60228	4.3	1.29118992796	1.2	0	0	0	0	0.98
MTHFR_T34A	P60228	4.7	1.39693986377	1.26	0	0	0	0	0.98
MTHFR	P23284	3.7	1.29133306453	1.2	0	0	0	0	0.96
MTHFR_38to656	P23284	1.7	1.12122178801	1.08	0	0	0	0	0.94
MTHFR_T34A	P23284	2.0	1.18077000388	1.12	0	0	0	0	0.92
MTHFR	Q07812	2.7	1.21633011233	1.15	0	0	0	0	0.9
MTHFR_38to656	Q07812	2.0	1.14906787023	1.1	0	0	0	0	0.93
MTHFR_T34A	Q07812	3.0	1.25381983281	1.17	0	0	0	0	0.94
MTHFR	P62937	8.7	1.65945674585	1.41	0	0	0	0	0.98
MTHFR_38to656	P62937	8.7	1.59916312755	1.38	0	0	0	0	0.98
MTHFR_T34A	P62937	7.7	1.68991268014	1.43	0	0	0	0	0.99
MTHFR	P52434	0.7	1.03379396844	1.02	0	0	0	0	0.3
MTHFR_38to656	P52434	0.3	1.01045013486	1.01	0	0	0	0	0.0
MTHFR	P08243	1.3	1.10307149623	1.07	0	0	0	0	0.9
MTHFR_38to656	P08243	3.0	1.2829559318	1.19	0	0	0	0	0.94
MTHFR_T34A	P08243	3.3	1.31952710745	1.21	0	0	0	0	0.97
MTHFR	Q8IY81	3.0	1.15207285798	1.11	0	0	0	0	0.32
MTHFR_38to656	Q8IY81	5.7	1.17765229256	1.12	0	0	0	0	0.33
MTHFR	Q86U86	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q86U86	1.7	1.05225067428	1.04	0	0	0	0	0.19
MTHFR	Q86W42	1.0	1.05069095266	1.04	0	0	0	0	0.3
MTHFR_38to656	Q86W42	2.3	1.07315094399	1.05	0	0	0	0	0.32
MTHFR	Q9P2K5	0.7	1.03379396844	1.02	0	0	0	0	0.25
MTHFR_38to656	Q9P2K5	0.7	1.02090026971	1.01	0	0	0	0	0.23
MTHFR	Q9Y314	1.0	1.08519007206	1.06	0	0	0	0	0.61
MTHFR_38to656	Q9Y314	1.7	1.08704256901	1.06	0	0	0	0	0.63
MTHFR_T34A	Q9Y314	1.3	1.10771137681	1.08	0	0	0	0	0.6
MTHFR	Q6STE5	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q6STE5	1.0	1.03135040457	1.02	0	0	0	0	0.27
MTHFR	P46776	2.7	0.97247329193	0.98	0	0	0	0	0.18
MTHFR_38to656	P46776	3.0	1.00205304998	1.0	0	0	0	0	0.26
MTHFR_T34A	P46776	2.7	1.01243688784	1.01	0	0	0	0	0.33
MTHFR	P46777	1.3	1.09091549647	1.06	0	0	0	0	0.92
MTHFR_38to656	P46777	3.7	1.20131854451	1.14	0	0	0	0	0.96
MTHFR_T34A	P46777	1.3	1.10771137681	1.08	0	0	0	0	0.61
MTHFR	Q9NRL2	0.7	1.03379396844	1.02	0	0	0	0	0.1
MTHFR_38to656	Q9NRL2	1.3	1.04180053943	1.03	0	0	0	0	0.15
MTHFR	P46779	4.3	1.32414259302	1.22	0	0	0	0	0.98
MTHFR_38to656	P46779	3.7	1.30385620151	1.2	0	0	0	0	0.97
MTHFR_T34A	P46779	4.0	1.36303422027	1.24	0	0	0	0	0.98
MTHFR	O75477	0.3	1.02905298399	1.02	0	0	0	0	0.0
MTHFR_38to656	O75477	0.3	1.01045013486	1.01	0	0	0	0	0.0
MTHFR_T34A	O75477	0.3	1.02655429107	1.02	0	0	0	0	0.0
MTHFR	O75475	1.7	1.0844849211	1.06	0	0	0	0	0.31
MTHFR_38to656	O75475	4.7	1.14630188799	1.1	0	0	0	0	0.33
MTHFR_T34A	O75475	0.3	1.03690286666	1.03	0	0	0	0	0.0
MTHFR	Q9H583	3.7	1.18586682643	1.13	0	0	0	0	0.28
MTHFR_38to656	Q9H583	7.0	1.21945283198	1.15	0	0	0	0	0.3
MTHFR	Q96QK1	7.3	1.54619812975	1.35	0	0	0	0	0.99
MTHFR_38to656	Q96QK1	7.7	1.63617116097	1.4	0	0	0	0	1.0
MTHFR_T34A	Q96QK1	8.3	1.72307121738	1.45	0	0	0	0	0.99
MTHFR	Q6P2Q9	15.3	1.83607239308	1.5	0	0	0	0	0.7
MTHFR_38to656	Q6P2Q9	25.7	1.85684822604	1.51	0	0	0	0	0.47
MTHFR_T34A	Q6P2Q9	2.0	1.1903714732	1.13	0	0	0	0	0.42
MTHFR	P05455	4.7	1.25988533867	1.18	0	0	0	0	0.88
MTHFR_38to656	P05455	5.7	1.19504823992	1.13	0	0	0	0	0.59
MTHFR_T34A	P05455	1.7	1.15346860654	1.11	0	0	0	0	0.62
MTHFR_38to656	Q92879	0.7	1.02090026971	1.01	0	0	0	0	0.24
MTHFR	Q92878	3.7	1.18586682643	1.13	0	0	0	0	0.31
MTHFR_38to656	Q92878	6.0	1.18810242741	1.13	0	0	0	0	0.32
MTHFR	Q969G3	0.7	1.03379396844	1.02	0	0	0	0	0.28
MTHFR_38to656	Q969G3	0.3	1.01045013486	1.01	0	0	0	0	0.0
MTHFR	P53582	1.0	1.08420563211	1.06	0	0	0	0	0.32
MTHFR_38to656	P53582	1.0	1.08292557093	1.06	0	0	0	0	0.0
MTHFR	Q15942	1.0	1.08617451201	1.06	0	0	0	0	0.56
MTHFR_38to656	Q15942	2.7	1.22154330631	1.15	0	0	0	0	0.97
MTHFR_T34A	Q15942	1.3	1.11731284614	1.08	0	0	0	0	0.89
MTHFR	Q9Y3U8	1.3	1.11424305605	1.08	0	0	0	0	0.61
MTHFR_38to656	Q9Y3U8	1.3	1.05919648679	1.04	0	0	0	0	0.61
MTHFR_T34A	Q9Y3U8	1.3	1.10771137681	1.08	0	0	0	0	0.6
MTHFR_38to656	P08579	0.3	1.01045013486	1.01	0	0	0	0	0.0
MTHFR	Q14527	0.7	1.04496552826	1.03	0	0	0	0	0.0
MTHFR_38to656	Q14527	1.0	1.03135040457	1.02	0	0	0	0	0.2
MTHFR	P62753	3.0	1.22303997669	1.15	0	0	0	0	0.96
MTHFR_38to656	P62753	3.7	1.18392259715	1.13	0	0	0	0	0.95
MTHFR_T34A	P62753	2.0	1.17116853455	1.12	0	0	0	0	0.94
MTHFR	P62750	3.7	1.03059150552	1.02	0	0	0	0	0.22
MTHFR_38to656	P62750	4.3	1.00860540469	1.01	0	0	0	0	0.2
MTHFR_T34A	P62750	3.0	1.02592740924	1.02	0	0	0	0	0.32
MTHFR	P18031	1.0	1.06284695243	1.04	0	0	0	0	0.59
MTHFR_38to656	P18031	0.7	1.07247543608	1.05	0	0	0	0	0.0
MTHFR_T34A	P18031	2.3	1.20807140121	1.14	0	0	0	0	0.95
MTHFR	P22392	2.3	1.17709000848	1.12	0	0	0	0	0.94
MTHFR_38to656	P22392	2.7	1.20414735894	1.14	0	0	0	0	0.96
MTHFR_T34A	P22392	2.0	1.18077000388	1.12	0	0	0	0	0.9
MTHFR	P04075	12.3	1.91629069098	1.54	0	0	0	0	0.99
MTHFR_38to656	P04075	11.0	1.87861473699	1.53	0	0	0	0	0.99
MTHFR_T34A	P04075	11.3	2.03524697241	1.6	0	0	0	0	0.98
MTHFR	Q96P16	1.7	1.09565648092	1.07	0	0	0	0	0.59
MTHFR_38to656	Q96P16	1.7	1.05225067428	1.04	0	0	0	0	0.32
MTHFR_T34A	Q96P16	0.3	1.02655429107	1.02	0	0	0	0	0.0
MTHFR_38to656	Q96P11	1.0	1.03135040457	1.02	0	0	0	0	0.28
MTHFR	Q92769	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q92769	1.3	1.04180053943	1.03	0	0	0	0	0.3
MTHFR	Q8WYP5	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q8WYP5	0.7	1.02090026971	1.01	0	0	0	0	0.04
MTHFR	Q96AE4	3.0	1.15207285798	1.11	0	0	0	0	0.32
MTHFR_38to656	Q96AE4	4.3	1.13585175313	1.09	0	0	0	0	0.33
MTHFR	P54619	1.3	1.11424305605	1.08	0	0	0	0	0.63
MTHFR_38to656	P54619	2.0	1.14906787023	1.1	0	0	0	0	0.96
MTHFR_T34A	P54619	2.0	1.17191564081	1.12	0	0	0	0	0.93
MTHFR	Q9UHB9	4.0	1.31019892866	1.21	0	0	0	0	0.98
MTHFR_38to656	Q9UHB9	3.3	1.19086840966	1.13	0	0	0	0	0.97
MTHFR_T34A	Q9UHB9	3.0	1.26267419588	1.18	0	0	0	0	0.97
MTHFR	P41250	0.3	1.02806854404	1.02	0	0	0	0	0.0
MTHFR_38to656	P41250	1.0	1.04874635193	1.03	0	0	0	0	0.51
MTHFR_T34A	P41250	0.7	1.05385568841	1.04	0	0	0	0	0.0
MTHFR	P07910	12.0	0.795770380579	0.84	0	0	0	0	0.11
MTHFR_38to656	P07910	16.3	0.80578214415	0.85	0	0	0	0	0.12
MTHFR_T34A	P07910	4.7	0.684545203091	0.75	0	0	0	0	0.06
MTHFR	P41252	13.0	1.97439665896	1.57	0	0	0	0	1.0
MTHFR_38to656	P41252	13.3	2.05552868945	1.61	0	0	0	0	1.0
MTHFR_T34A	P41252	14.7	2.28532247579	1.72	0	0	0	0	0.99
MTHFR	Q9UHB6	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q9UHB6	0.7	1.02090026971	1.01	0	0	0	0	0.18
MTHFR	Q99733	0.7	1.05712152802	1.04	0	0	0	0	0.0
MTHFR_38to656	Q99733	0.7	1.03829621708	1.03	0	0	0	0	0.0
MTHFR_T34A	Q99733	0.3	1.02730139733	1.02	0	0	0	0	0.0
MTHFR	P19105	3.7	1.22135038578	1.15	0	0	0	0	0.94
MTHFR_38to656	P19105	2.7	1.13517624521	1.09	0	0	0	0	0.94
MTHFR_T34A	P19105	1.3	1.11731284614	1.08	0	0	0	0	0.89
MTHFR	Q9H4L4	1.0	1.05069095266	1.04	0	0	0	0	0.28
MTHFR_38to656	Q9H4L4	0.7	1.02090026971	1.01	0	0	0	0	0.23
MTHFR	Q7Z7K6	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q7Z7K6	1.0	1.03135040457	1.02	0	0	0	0	0.3
MTHFR	P54727	1.3	1.08993105651	1.06	0	0	0	0	0.61
MTHFR_38to656	P54727	2.7	1.20414735894	1.14	0	0	0	0	0.97
MTHFR_T34A	P54727	1.7	1.14461424348	1.1	0	0	0	0	0.91
MTHFR	P07355	2.7	1.17065943312	1.12	0	0	0	0	0.95
MTHFR_38to656	P07355	3.3	1.17285978656	1.12	0	0	0	0	0.65
MTHFR_T34A	P07355	2.0	1.18151711014	1.13	0	0	0	0	0.94
MTHFR	Q9UN86	2.3	1.16493400871	1.11	0	0	0	0	0.96
MTHFR_38to656	Q9UN86	3.3	1.22566030439	1.15	0	0	0	0	0.97
MTHFR_T34A	Q9UN86	1.7	1.14536134974	1.1	0	0	0	0	0.9
MTHFR	O95453	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	O95453	0.7	1.02090026971	1.01	0	0	0	0	0.2
MTHFR	Q5VTL8	0.7	1.03379396844	1.02	0	0	0	0	0.27
MTHFR_38to656	Q5VTL8	1.3	1.04180053943	1.03	0	0	0	0	0.29
MTHFR	O60343	1.0	1.08519007206	1.06	0	0	0	0	0.46
MTHFR_38to656	O60343	1.0	1.08353824667	1.06	0	0	0	0	0.28
MTHFR_T34A	O60343	3.3	1.29882995628	1.2	0	0	0	0	0.98
MTHFR	O60341	1.0	1.05069095266	1.04	0	0	0	0	0.25
MTHFR_38to656	O60341	2.0	1.06270080914	1.04	0	0	0	0	0.29
MTHFR	P0DP24	1.0	1.08519007206	1.06	0	0	0	0	0.6
MTHFR_38to656	P0DP24	0.7	1.05569216444	1.04	0	0	0	0	0.3
MTHFR_T34A	P0DP24	1.7	1.14461424348	1.1	0	0	0	0	0.91
MTHFR	P0DP25	1.0	1.08519007206	1.06	0	0	0	0	0.59
MTHFR_38to656	P0DP25	0.7	1.05569216444	1.04	0	0	0	0	0.31
MTHFR_T34A	P0DP25	1.7	1.14461424348	1.1	0	0	0	0	0.91
MTHFR	A6NHL2	2.0	1.14902146444	1.1	0	0	0	0	0.95
MTHFR_38to656	A6NHL2	1.3	1.12755492479	1.09	0	0	0	0	0.88
MTHFR_T34A	A6NHL2	2.0	1.19111857946	1.13	0	0	0	0	0.93
MTHFR	P0DP23	1.0	1.08519007206	1.06	0	0	0	0	0.6
MTHFR_38to656	P0DP23	0.7	1.05569216444	1.04	0	0	0	0	0.31
MTHFR_T34A	P0DP23	1.7	1.14461424348	1.1	0	0	0	0	0.93
MTHFR	Q6DKI1	1.3	1.06758793688	1.05	0	0	0	0	0.32
MTHFR_38to656	Q6DKI1	1.3	1.04180053943	1.03	0	0	0	0	0.32
MTHFR	P58107	0.7	1.05712152802	1.04	0	0	0	0	0.0
MTHFR_38to656	P58107	0.7	1.03829621708	1.03	0	0	0	0	0.0
MTHFR_T34A	P58107	0.7	1.05385568841	1.04	0	0	0	0	0.0
MTHFR	P49643	0.3	1.02905298399	1.02	0	0	0	0	0.0
MTHFR_38to656	P49643	0.7	1.02090026971	1.01	0	0	0	0	0.23
MTHFR_T34A	P49643	0.3	1.02730139733	1.02	0	0	0	0	0.0
MTHFR	P61011	1.7	1.1189840405	1.08	0	0	0	0	0.94
MTHFR_38to656	P61011	2.3	1.14212205772	1.1	0	0	0	0	0.97
MTHFR_T34A	P61011	2.7	1.23462569228	1.16	0	0	0	0	0.96
MTHFR_38to656	Q96A65	0.7	1.02090026971	1.01	0	0	0	0	0.16
MTHFR	O14980	6.3	1.36769781936	1.24	0	0	0	0	0.96
MTHFR_38to656	O14980	9.3	1.39636678444	1.26	0	0	0	0	0.94
MTHFR_T34A	O14980	2.3	1.19846993188	1.14	0	0	0	0	0.92
MTHFR	Q96KC8	1.0	1.08617451201	1.06	0	0	0	0	0.56
MTHFR_38to656	Q96KC8	0.7	1.03829621708	1.03	0	0	0	0	0.0
MTHFR_T34A	Q96KC8	1.7	1.13351856163	1.09	0	0	0	0	0.55
MTHFR	P36543	6.0	1.45528263329	1.3	0	0	0	0	0.98
MTHFR_38to656	P36543	5.3	1.49404910325	1.32	0	0	0	0	0.97
MTHFR_T34A	P36543	8.0	1.7268155468	1.45	0	0	0	0	0.98
MTHFR	Q01844	1.0	1.05069095266	1.04	0	0	0	0	0.27
MTHFR_38to656	Q01844	2.0	1.06270080914	1.04	0	0	0	0	0.29
MTHFR_T34A	Q01844	0.3	1.02655429107	1.02	0	0	0	0	0.0
MTHFR	Q9BY77	4.3	1.24298835445	1.17	0	0	0	0	0.91
MTHFR_38to656	Q9BY77	3.0	1.11144716107	1.08	0	0	0	0	0.61
MTHFR_T34A	Q9BY77	1.0	1.09075855507	1.06	0	0	0	0	0.0
MTHFR	Q9NR31	0.7	0.853886705855	0.89	0	0	0	0	0.06
MTHFR_38to656	Q9NR31	1.3	0.919431717307	0.94	0	0	0	0	0.11
MTHFR_T34A	Q9NR31	1.7	0.940808612938	0.96	0	0	0	0	0.18
MTHFR	Q9NR30	9.3	1.48428711799	1.31	0	0	0	0	0.45
MTHFR_38to656	Q9NR30	13.7	1.42845552911	1.28	0	0	0	0	0.33
MTHFR_T34A	Q9NR30	1.0	1.10036002439	1.07	0	0	0	0	0.51
MTHFR	P49736	2.0	1.11353790509	1.08	0	0	0	0	0.53
MTHFR_38to656	P49736	3.3	1.10450134856	1.07	0	0	0	0	0.32
MTHFR_T34A	P49736	1.0	1.08040997948	1.06	0	0	0	0	0.45
MTHFR	P13797	4.7	1.34005513728	1.23	0	0	0	0	0.99
MTHFR_38to656	P13797	4.7	1.33643195754	1.22	0	0	0	0	0.98
MTHFR_T34A	P13797	5.7	1.49804699442	1.32	0	0	0	0	0.98
MTHFR	Q13601	1.0	1.05069095266	1.04	0	0	0	0	0.31
MTHFR_38to656	Q13601	1.3	1.04180053943	1.03	0	0	0	0	0.31
MTHFR	Q9Y2L1	5.7	1.38976164999	1.26	0	0	0	0	0.98
MTHFR_38to656	Q9Y2L1	7.7	1.49884160925	1.32	0	0	0	0	1.0
MTHFR_T34A	Q9Y2L1	6.0	1.52534839175	1.34	0	0	0	0	0.98
MTHFR_38to656	Q9H0H5	0.7	1.02090026971	1.01	0	0	0	0	0.21
MTHFR_38to656	Q8N8A6	1.0	1.03135040457	1.02	0	0	0	0	0.25
MTHFR	Q16630	1.3	1.06758793688	1.05	0	0	0	0	0.29
MTHFR_38to656	Q16630	2.3	1.07315094399	1.05	0	0	0	0	0.32
MTHFR	P50570	1.3	1.09091549647	1.06	0	0	0	0	0.89
MTHFR_38to656	P50570	1.0	1.04874635193	1.03	0	0	0	0	0.48
MTHFR_T34A	P50570	1.0	1.09075855507	1.06	0	0	0	0	0.0
MTHFR_38to656	Q6NZY4	0.7	1.02090026971	1.01	0	0	0	0	0.2
MTHFR	Q9NVI1	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q9NVI1	3.0	1.09405121371	1.07	0	0	0	0	0.25
MTHFR	P30085	1.7	1.13114004027	1.09	0	0	0	0	0.91
MTHFR_38to656	P30085	0.7	1.05507948871	1.04	0	0	0	0	0.0
MTHFR_T34A	P30085	1.7	1.15496281906	1.11	0	0	0	0	0.91
MTHFR	O15027	0.7	1.05712152802	1.04	0	0	0	0	0.0
MTHFR_38to656	O15027	2.0	1.1322845986	1.09	0	0	0	0	0.44
MTHFR_T34A	O15027	1.3	1.11880705866	1.08	0	0	0	0	0.33
MTHFR	P20340	0.3	1.02905298399	1.02	0	0	0	0	0.0
MTHFR	O15020	1.0	1.05069095266	1.04	0	0	0	0	0.11
MTHFR_38to656	O15020	2.0	1.06270080914	1.04	0	0	0	0	0.16
MTHFR	P06748	8.0	1.5129627393	1.33	0	0	0	0	0.94
MTHFR_38to656	P06748	7.0	1.30581989308	1.21	0	0	0	0	0.96
MTHFR_T34A	P06748	3.7	1.32463714109	1.22	0	0	0	0	0.95
MTHFR	P38432	1.7	1.0844849211	1.06	0	0	0	0	0.32
MTHFR_38to656	P38432	2.3	1.07315094399	1.05	0	0	0	0	0.31
MTHFR	Q29RF7	1.3	1.06758793688	1.05	0	0	0	0	0.24
MTHFR_38to656	Q29RF7	2.3	1.07315094399	1.05	0	0	0	0	0.27
MTHFR	Q7Z4V5	0.7	1.03379396844	1.02	0	0	0	0	0.25
MTHFR_38to656	Q7Z4V5	1.3	1.04180053943	1.03	0	0	0	0	0.26
MTHFR	Q9UBF2	0.7	1.05613708807	1.04	0	0	0	0	0.27
MTHFR_38to656	Q96QD9	0.7	1.02090026971	1.01	0	0	0	0	0.27
MTHFR	P10398	0.3	1.02905298399	1.02	0	0	0	0	0.0
MTHFR_38to656	P10398	0.3	1.01045013486	1.01	0	0	0	0	0.0
MTHFR_T34A	P10398	0.7	1.05310858215	1.04	0	0	0	0	0.25
MTHFR	Q96EP5	1.0	1.06284695243	1.04	0	0	0	0	0.56
MTHFR_38to656	Q96EP5	1.3	1.07597975842	1.05	0	0	0	0	0.61
MTHFR_T34A	Q96EP5	0.3	1.02655429107	1.02	0	0	0	0	0.0
MTHFR	Q07955	3.7	1.18586682643	1.13	0	0	0	0	0.32
MTHFR_38to656	Q07955	7.0	1.21945283198	1.15	0	0	0	0	0.33
MTHFR	O60828	0.7	1.03379396844	1.02	0	0	0	0	0.29
MTHFR_38to656	O60828	1.0	1.03135040457	1.02	0	0	0	0	0.29
MTHFR	P57740	2.0	1.10138190532	1.07	0	0	0	0	0.28
MTHFR_38to656	P57740	3.7	1.11495148342	1.08	0	0	0	0	0.3
MTHFR_38to656	P56182	0.7	1.02090026971	1.01	0	0	0	0	0.26
MTHFR	P31689	18.0	2.38819101949	1.76	0	0	0	0	0.99
MTHFR_38to656	P31689	19.3	2.51890289605	1.82	0	0	0	0	1.0
MTHFR_T34A	P31689	18.7	2.66094659043	1.87	0	0	0	0	0.99
MTHFR	P11802	0.3	1.02806854404	1.02	0	0	0	0	0.0
MTHFR_38to656	P11802	0.7	1.07247543608	1.05	0	0	0	0	0.0
MTHFR_T34A	P11802	0.7	1.06420426399	1.05	0	0	0	0	0.0
MTHFR	Q15046	1.0	1.0750029522	1.05	0	0	0	0	0.52
MTHFR_T34A	Q15046	0.7	1.05310858215	1.04	0	0	0	0	0.26
MTHFR	Q9H7B2	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q9H7B2	2.0	1.06270080914	1.04	0	0	0	0	0.31
MTHFR	Q9BU76	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q9BU76	1.0	1.03135040457	1.02	0	0	0	0	0.3
MTHFR	Q13868	0.7	1.03379396844	1.02	0	0	0	0	0.28
MTHFR_38to656	Q13868	1.3	1.04180053943	1.03	0	0	0	0	0.31
MTHFR	P49916	1.0	1.05069095266	1.04	0	0	0	0	0.25
MTHFR_38to656	P49916	1.0	1.03135040457	1.02	0	0	0	0	0.19
MTHFR	P49915	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	P49915	0.7	1.02090026971	1.01	0	0	0	0	0.2
MTHFR_38to656	Q96SB8	0.7	1.02090026971	1.01	0	0	0	0	0.13
MTHFR	Q7KZ85	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q7KZ85	2.0	1.06270080914	1.04	0	0	0	0	0.24
MTHFR	Q01780	1.3	1.06758793688	1.05	0	0	0	0	0.27
MTHFR_38to656	Q01780	2.3	1.07315094399	1.05	0	0	0	0	0.29
MTHFR	P18206	5.0	1.38126412104	1.25	0	0	0	0	0.99
MTHFR_38to656	P18206	4.0	1.33231495946	1.22	0	0	0	0	0.98
MTHFR_T34A	P18206	6.0	1.53569696734	1.34	0	0	0	0	0.99
MTHFR_38to656	Q9BVA1	0.7	1.07247543608	1.05	0	0	0	0	0.0
MTHFR	O60506	5.3	1.34033442628	1.23	0	0	0	0	0.98
MTHFR_38to656	O60506	7.0	1.32321584044	1.22	0	0	0	0	0.96
MTHFR_T34A	O60506	2.3	1.18886846256	1.13	0	0	0	0	0.61
MTHFR	P05198	3.0	1.22303997669	1.15	0	0	0	0	0.97
MTHFR_38to656	P05198	3.3	1.20765168129	1.14	0	0	0	0	0.98
MTHFR_T34A	P05198	3.7	1.33498571668	1.22	0	0	0	0	0.96
MTHFR	P07437	19.0	0.933027626609	0.95	0	0	0	0	0.19
MTHFR_38to656	P07437	16.0	0.89989907374	0.93	0	0	0	0	0.25
MTHFR_T34A	P07437	18.7	1.01394211121	1.01	0	0	0	0	0.16
MTHFR	Q9Y490	6.0	1.42176795384	1.28	0	0	0	0	0.99
MTHFR_38to656	Q9Y490	7.3	1.42003303639	1.28	0	0	0	0	0.98
MTHFR_T34A	Q9Y490	6.0	1.51574692243	1.33	0	0	0	0	0.99
MTHFR	P43246	1.0	1.05069095266	1.04	0	0	0	0	0.24
MTHFR_38to656	P43246	3.0	1.09405121371	1.07	0	0	0	0	0.29
MTHFR	P39748	2.7	1.1939869927	1.13	0	0	0	0	0.97
MTHFR_38to656	P39748	3.3	1.17347246229	1.12	0	0	0	0	0.96
MTHFR_T34A	P39748	2.0	1.16156706522	1.11	0	0	0	0	0.61
MTHFR	P43243	10.3	1.59378918959	1.38	0	0	0	0	0.96
MTHFR_38to656	P43243	15.0	1.55723580536	1.35	0	0	0	0	0.65
MTHFR_T34A	P43243	4.0	1.38074294641	1.25	0	0	0	0	0.65
MTHFR	Q8N4V1	1.0	1.07401851225	1.05	0	0	0	0	0.0
MTHFR_38to656	Q8N4V1	1.0	1.04874635193	1.03	0	0	0	0	0.61
MTHFR_T34A	Q8N4V1	1.0	1.09075855507	1.06	0	0	0	0	0.0
MTHFR	Q9UGI8	1.7	1.14231160009	1.1	0	0	0	0	0.64
MTHFR_38to656	Q9UGI8	2.7	1.27311847267	1.18	0	0	0	0	0.65
MTHFR_T34A	Q9UGI8	3.3	1.30992563812	1.21	0	0	0	0	0.96
MTHFR	Q9NTI5	0.7	1.03379396844	1.02	0	0	0	0	0.14
MTHFR_38to656	Q9NTI5	2.0	1.06270080914	1.04	0	0	0	0	0.24
MTHFR	Q96SI9	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q96SI9	2.3	1.07315094399	1.05	0	0	0	0	0.31
MTHFR	P27708	16.3	2.21433361987	1.68	0	0	0	0	1.0
MTHFR_38to656	P27708	19.0	2.69613212781	1.89	0	0	0	0	1.0
MTHFR_T34A	P27708	23.0	3.13769543198	2.05	0	0	0	0	1.0
MTHFR	P16949	3.0	1.2322426566	1.16	0	0	0	0	0.94
MTHFR_38to656	P16949	2.3	1.19369722409	1.13	0	0	0	0	0.93
MTHFR_T34A	P16949	3.0	1.25307272655	1.17	0	0	0	0	0.93
MTHFR	Q4G0J3	1.3	1.06758793688	1.05	0	0	0	0	0.3
MTHFR_38to656	Q4G0J3	1.3	1.04180053943	1.03	0	0	0	0	0.28
MTHFR_38to656	Q92804	0.7	1.02090026971	1.01	0	0	0	0	0.23
MTHFR	Q13283	6.7	1.49926372159	1.32	0	0	0	0	0.98
MTHFR_38to656	Q13283	7.7	1.56781272298	1.36	0	0	0	0	0.99
MTHFR_T34A	Q13283	7.3	1.64340834416	1.4	0	0	0	0	0.97
MTHFR_38to656	Q8NEJ9	0.7	1.02090026971	1.01	0	0	0	0	0.29
MTHFR	Q8WYA6	0.7	1.03379396844	1.02	0	0	0	0	0.24
MTHFR_38to656	Q8WYA6	1.3	1.04180053943	1.03	0	0	0	0	0.28
MTHFR	P23258	1.7	1.14231160009	1.1	0	0	0	0	0.62
MTHFR_38to656	P23258	2.0	1.14906787023	1.1	0	0	0	0	0.94
MTHFR_T34A	P23258	1.0	1.08115708574	1.06	0	0	0	0	0.56
MTHFR	Q86TB9	1.0	1.08519007206	1.06	0	0	0	0	0.54
MTHFR_38to656	Q86TB9	1.0	1.04874635193	1.03	0	0	0	0	0.5
MTHFR_T34A	Q86TB9	1.0	1.09075855507	1.06	0	0	0	0	0.0
MTHFR	Q8WX92	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q8WX92	0.7	1.02090026971	1.01	0	0	0	0	0.23
MTHFR	P20042	3.0	1.22107109678	1.15	0	0	0	0	0.96
MTHFR_38to656	P20042	2.3	1.17691395245	1.12	0	0	0	0	0.95
MTHFR_T34A	P20042	4.0	1.35343275095	1.23	0	0	0	0	0.96
MTHFR	P41240	1.3	1.08993105651	1.06	0	0	0	0	0.59
MTHFR_38to656	P41240	1.3	1.07659243416	1.05	0	0	0	0	0.58
MTHFR_T34A	P41240	1.7	1.13501277415	1.09	0	0	0	0	0.61
MTHFR	O43290	0.7	1.03379396844	1.02	0	0	0	0	0.21
MTHFR_38to656	O43290	2.3	1.07315094399	1.05	0	0	0	0	0.3
MTHFR	P25705	0.3	0.702340132614	0.77	0	0	0	0	0.03
MTHFR_38to656	P25705	1.0	0.706833423552	0.77	0	0	0	0	0.02
MTHFR_T34A	P25705	1.0	0.755385403608	0.81	0	0	0	0	0.03
MTHFR	P62847	2.3	1.17709000848	1.12	0	0	0	0	0.95
MTHFR_38to656	P62847	2.0	1.1142759755	1.08	0	0	0	0	0.9
MTHFR_T34A	P62847	2.0	1.18077000388	1.12	0	0	0	0	0.9
MTHFR_38to656	Q8N3R9	0.7	1.02090026971	1.01	0	0	0	0	0.22
MTHFR	P61313	5.0	1.37009256123	1.24	0	0	0	0	0.98
MTHFR_38to656	P61313	4.7	1.31842333445	1.21	0	0	0	0	0.98
